var1,var2,var3,var4,var5,var6,mf
428.2426,13162,3,333,0.2,0.0325,C20N2O10
429.0701,11597,2.3,259,0.1,0.037,C21H3NO10
429.1796,8431,6,672,0.3,0.0509,C21H3NO10
429.2374,12185,2.7,306,0.1,0.0352,C21H3NO10
429.3172,9920,2.7,301,0.1,0.0433,C21H3NO10
429.9724,11086,4.4,493,0.2,0.0388,C20H2N2O10
430.1749,12721,3.1,352,0.2,0.0338,C20H2N2O10
430.9167,15643,2.2,246,0.1,0.0275,C30H54O
430.9811,10515,2.8,318,0.2,0.041,C19HN3O10
431.0381,9510,1.9,213,0.1,0.0453,C19HN3O10
431.2027,9555,6.4,723,0.4,0.0451,C19HN3O10
431.516,13985,1.9,213,0.1,0.0309,C24H5N3O6
431.9474,12252,4.3,489,0.2,0.0353,C30H57N
432.0258,12943,3.5,389,0.2,0.0334,C24O9
432.1717,14698,14.3,1604,0.8,0.0294,C24O9
433.0263,10054,1.9,210,0.1,0.0431,C19H3N3O10
433.1765,10194,4.6,522,0.3,0.0425,C19H3N3O10
433.366,11002,1.9,217,0.1,0.0394,C19H3N3O10
433.9483,15395,3.5,393,0.2,0.0282,C30H59N
434.1314,10111,3.5,396,0.2,0.0429,C24H2O9
434.1715,13967,2.4,277,0.1,0.0311,C24H2O9
434.963,13515,4.2,476,0.2,0.0322,C31H62
435.1649,13144,3.8,432,0.2,0.0331,C23HNO9
435.3665,11593,2.5,286,0.1,0.0376,C23HNO9
435.9617,9053,2.3,260,0.1,0.0482,C30H61N
436.0151,50074,2.1,235,0.1,0.0087,C23O10
436.0239,26449,2.6,293,0.1,0.0165,C23O10
436.057,13094,3.1,355,0.2,0.0333,C23O10
436.1452,13859,5.1,575,0.3,0.0315,C23O10
437.0119,12600,2,233,0.1,0.0347,C23H3NO9
